,feature,divergence
1,AGEP,1.3756310886724026
20,WGTP,1.1952796586538712
19,PWGTP,1.06636815920398
12,PINCP_DECILE,0.7645243435586961
11,EDU,0.39228764270023553
13,POVPIP,0.37550006452445484
10,INDP_CAT,0.2976849493405784
3,MSP,0.15045431699330006
5,RAC1P,0.1422466171077118
8,OWN_RENT,0.11290955418068557
6,NPF,0.0880215503634299
4,HISP,0.046784627744841566
16,DPHY,0.0255379644453219
7,HOUSING_TYPE,0.024068244032002858
2,SEX,0.014956208606584642
17,DEYE,0.01179629821673148
15,DREM,0.0059969933032663625
9,DENSITY,0.004175615060486582
14,DVET,0.0030788555510363465
18,DEAR,0.0004624812349092039
0,PUMA,0.0
